순번,과목명,담당교수,성적부여,평점,과제,조모임,학점 비율,출결,시험 횟수,추천수,리뷰
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,최고최고!! 또 들을 수 있으면 또 듣고싶어요!^^ 강의도 좋고 교수님도 진~~짜 좋습니당. 과제 기한도 넉넉하고 쉬운 과제밖에 없어요😊
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님이 정말 좋으세요 !!!!!!!!!!!
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,ㄹㅇ꿀강의 교수님 너무 친절하시고 학생 배려 많이 해주신다
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,이 교양은 최고입니다... 교수님 너무 친절하시고 좋으세요ㅠㅠ 저 클래식 1도 모르는 상태였지만 완전 만족합니다!!
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,과제도 진짜 출석확인만 하는 수준이고 시험도 별로 어렵지 않아서 개꿀이였음 ㄹㅇ
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님이랑 수업은 좋음 단점은 내가 음악에 생각했던 것만큼의 관심이 없다는 걸 알았음 좋아하는 사람은 많이 배워갈 수 있을 듯
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,4,팍팍했던 1학기 빛이었던 존재였습니다... 출석은 화요일수업이면 수요일자정까지 수업듣고 리뷰완료하고 금요일까지 발표 게시물에 댓글 하나 이상 달기였고 과제는 대부분 수업에 나온 곡 감상평 쓰기였습니다. 음악에 대한 기초적인 지식만 있으면 딱히 공부안해도 시험 전날에 후루룩 훑으면 꽤 맞을정도의 난이도였어요. 발표도 그냥 자신이 원하는 주제로 피피티나 아니면 악기연주 영상 제출하면 됐어요. 진짜 수업 부담 전혀없고 완전 좋았습니당
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님께서 너무 친절하셔서 좋았어요.! 수업내용도 재미있고 좋은 음악을 많이 들을 수 있어서 좋았습니다.
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,"수업 진짜 재밌었고, 부담도 적었어요. 교수님께서 학생들 배려 진짜 많이해주시고, 비대면 수업이었는데도 대면 수업 이상의 질을 가진 강의 준비해주셨어요 (영상 진짜 깔끔하게 올려주심). 한학기 너무 즐거웠습니다 ㅠㅠ 꼭 들으세요"
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,진짜 꿀 :) 이 수업이 젤 행복했습니닷 ... 부담되는 것도 없었고 편하게 한학기 잘들었어요! 그리고 진짜 수업아니고 음악회듣는 느낌 ..! 음악 좋아해서 이수업 진짜 만족해요! 교수님도 나긋나긋 ..👍🏻
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님 너무 친절하시고 학생들 배려를 잘해주셔요
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,대면 강의는 못해봤지만 교수님 착하시고 사소한 과제도 친절하심 모르는 거 여쭤봤을 때도 귀찮아하시는 거 없이 자세하기 잘 가르쳐주시고 수업도 괜찮음
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,시험은 다 찝어주셔서 공부 좀만 해도 성적 잘 나와요. 과제도 음악회 보고 두세쪽 작성하면 돼요. 발표 필순데 악기연주해도 되고 그냥 주제 정해서 조사하고 발표해도 됩니다. 다른 사람 발표보는게 너무 재밌었어요ㅋㅋㅋㅋㅋ
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님이 하루 전에 찝어주시는 걸 계속 생각하면 뭐가 나올지 보임. 그것만 외워도 시험 다 맞음. 개꿀
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,음악회 다녀와서 감상문써야하고 발표도 있지만 이건 딱히 점수에 타격안주는거같음. 그냥 머라도 하면됨. 시험문제 책 공부하거나 시험전날에 교수님이 찍어주신거 위주로 공부하면 됨.
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교양인데 개인발표에 개인 레포트까지 제출이어서 부담스럽다고 생각했는데 개인 발표는 음악관련 자유주제로 간단하게 해도 되는 거라서 괜찮은데 레포트 분량이 개인적으로는 채우기 어려웠어요. 시험은 범위가 많다고 생각할 수 있는데 시험 전에 찝어주시는거 위주로 중요한 것만 공부하면 되고 객관식이라 부담 없습니다. 다만 종강 전에 보충하는게 좀... 수업은 30분정도 항상 일찍 끝내주시고 중간에 쉬는 시간도 한번 있어요! 교수님도 착하긴 정말 착해요!
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님이 매우 친절하십니다 음악에 대해 1도 모르고 들었는데도 설명을 잘 해주셔서 A플 받았습니다 발표있는데 진짜 대충해도 되고 과제는 클래식공연 감상하고 감상문쓰기인데 언제 이런경험을 해보겠습니까 좋았어요
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님이 착하시나 약간 융통성 없게 느껴짐. 과제는 감상문인데 할 말 없어서 매우 힘들었음. 시험문제는 중요한 것만 나와서 공부를 지엽적으로 할 필요 없다. 하지만 음악에 관심이 없으면 매우 지루한 강의임
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님 진짜 이렇게 착하신분없으시고!!! 학생들칭찬 진짜많이해주세요.배우는 내용은 음악을 좀 안다고생각한본인도 어려운 내용(음악사내용이 좀 많음)이었고 양도 많다고생각될수있지만 시험문제는 꼬는것하나없이 핵심내용에서 진짜진짜 쉽게 나옵니다 !! 그리고 추가발표하시면 0.5점씩 추가점수주시니까 꼭하시는거 추천드립니다!!! 그리고 발표는 음악관련된것이면 아무내용이나 해도되니까 진짜 부담안가지셔도됩니다! 소개해주고싶은 노래 설명잠깐하고 틀기만해도되요 발표는 하기만하면되지 발표내용으로 점수매기시지않습니다!
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,음악에 관심 없는 사람들은 절대 듣지마세요.... 후회합니다... 교수님은 정말 착하세요.
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님이 정말친절하십니다 지정좌석으로 진행되고 과제도 조금 있는편이긴 한데 그렇게 오래 걸리는건 아니에요 음악회 감상후 소감문쓰기 있습니다 자유주제로 음악에 관해 개인발표 혹은 악기연주 둘중에 하나 해야하는데 아무리 못해도 칭찬해 주시고 발표시간도 짧아서 부담 없어요
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님은 진짜 좋으신분인데......시험도 어렵진않음 다만 진도를 다 채우기 위해 보충까지 ...
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,성적도 잘 주시고 교수님도 착하시고 학생 배려도 잘 해주시고... 이번학기 최대 행복인 교양이었습니다 ㅠㅠ
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,"일단 교수님이 정말 칭찬도 많이해주시고 너무 착하셔요ㅠ지정석이긴 한데 그냥 출석 확인하려고?하셔서 별로 의미 없는것같고요! 저는 평소에 전공에 치여서 제대로 못들었는데ㅠㅠ, 시험 전날 교수님이 찍어주시는것만 공부해서 A+받았어요 ! 그리고 개인당 한번 5분정도 음악 자유주제로 발표하는 시간있는데 준비하는것도 주제가 다양해서 전혀 부담되지않고 좋았어요!!시험은 객관식이 대부분이고 주관식 조금 이었고, 처음에 조별과제 없는 강의 찾고찾다가 발견한게 이 수업이었는데, 진짜 강의 위주여서 어려움없었고 좋았습니다.다들 조별과제없고 과제 거의 없고 중간기말로 깔끔하게 끝내는 강의찾으시면 이 강의 꼭 들으시면 좋겠네요!!"
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,엥 밑에 분 진도 느린 건 우리 몇번 빠져서 인데 왜그러는 지 모르겠네요.. 교수님께서 열심히 수업하시려고 하시고 발표는 완전 간단하게 준비하시면 무조건 10점 주신다고 했고 음악회 다녀와서 레포트 쓰면 됩니다. 다만 좀 몰아서 하시려고 쉬는 시간을 1번 정도 주시는데 좀 힘듭니다
10125,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,진도 개 느려서 보충 많이해여^^ 참고하세여^^
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,"강의 자체가 나쁘진 않아요 그런데 내가 쉬우면 남들도 쉽다는 거 알죠??? 오픈북이라 일단 공부는 꽁으로 할 수 있는데 다 맞을 각오로 해야해요 그래서 전 비추,,, 차라리 어느정도 난이도 있는 교양하나 들어서 점수 따는게 하나도 안억울하고 보람찰듯^^ 문제 자체가 변별력도 없고 그냥 실수대회느낌임"
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님 수업 진짜 좋으심. 공부만 열심히 하면 성적도 잘 받음.
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님 비대면이지만 수업도 괜찮으시고 학생 헷갈리지 않게 해주셔요 시험은 잘보셔야돼요 쉬운편
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,두번 다 객관식이었고 쉬웠어! 그리고 수업의 많은 부분이 음악 감상이라서 지루하지도 않고 힐링하는 기분이었어. 꿀강!
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,시험문제는 모두 객관식이었고 피피티로 수업하시는데 거기서 시험문제 다 나와요. 매주 과제가 있긴 했는데 어렵지 않았고 발표도 비대면 수업이라 부담이 적었어요. 그냥 개꿀 교양임👍🏻👍🏻
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님 너무 친절하시고 수업도 힘든 거 없이 재밌습니다 ! 조금만 공부하면 학점 잘 받으실 수 있어요 .
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교양으로 듣기 좋음 매주 과제라고 하기엔 엄청 간단한 것들로 출석체크 하시는데 간단하게 댓글달고 감상문쓰고 이런 것들이라서 번거롭긴 했지만 힘들지 않았음 발표과제 한번 있는데 자유주제라서 어렵지 않음. 시험은 책에 거의 다 있는걸로 나오는데 다들 잘봐서 좀만 틀려도 학점 받기 어려움
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,그냥저냥 괜찮은 교양과목? 시험은 전혀 어렵지 않고 걍 피피티 대충 봐도 잘 나와요 대신 다른 사람들도 그만큼 다 시험을 잘봐서 .. 그건 좀 문제가 있지만 그래도 학점은 어느정도 잘 주시는 편인것 같아요! 출석도 두번이나 못했는데 A이상 받은거 보면..? 과제는 매주 감상문 쓰기 했는데 길게 안쓰고 그냥 몇줄 끄적이면 되는 과제였어요 할때는 너무 귀찮았는데 지금 돌이켜보면 나름 꿀이었다.. 싶은거같기도 하고 지금까지 들은 많은 교양과목들 중에선 괜찮았다 싶은 교양에 들어가네요..! 음악 싫어하는 사람들은 근데 비추입니다 ㅠ!
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님짱짱!! 음악이론하나도 몰라도 잘들을수있는 수업이었어요
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,"강의와 중간 기말 모두 비대면으로 진행됨. 전공보다 더 알차게 수업을 진행해주셨음. 과제로 온라인 음악회 감상문, 아주 간단한 발표 있음. 교수님이 정말 좋으시고, 교양 수준으로 즐겁게 배워서 만족한 수업. A 50% 비율도 다 채워주신 것 같음."
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,"부담 없고 재밌는 교양수업이었습니다. 과제도 자유주제 개인 발표와 연주 중에서 선택 가능하고, 음악회 감상후 감상문 쓰는 것이라 어렵지 않았습니다. 비대면이라 발표에 댓글 1개 이상 그리고 문제 풀이 혹은 강의 중 들은 곡에 대한 짧은 감상문과 강의 들은 기록으로 출결합니다. 첫 강의에 질문과 감상문을 토론방에 올리는 시간을 가졌는데 학생 한 명 한 명 다 답글 달아주시고 궁금한 것있으면 잘 알려주시고 엄청 친절하십니다."
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,비대면 강의였지만 교수님이 잘 준비하시고 시간도 늘 잘 지켜주면서 올려주어서 좋았습니다.
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님 진짜 알아듣기 쉽게 잘 설명해주시고 온라인 수업에서 학생들 혼란스럽지 않게 공지도 정말 잘 해주심 발표도 어렵지 않고 재밌었고 학점도 최대한 잘 주려고 하심
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,부담없이 들을 수 있어서 매우 좋았던 과목. 그리고 교수님 최고 ~
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,"교수님이 학생들을 엄청 배려해주신다는게 느껴진 수업이었습니다. 수업 내용도 재밌었고, 비대면으로 진행되어 과제는 온라인 음악회 감상문이라 부담없었습니다."
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,비대면이었긴한데 시험문제 어렵지 않았고 과제도 연주회 감상문임(1번) 대면 때 들었던 사람들도 괜찮다는 평이 대다수이니 확대교양으로 추천함.
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,최고최고!! 또 들을 수 있으면 또 듣고싶어요!^^ 강의도 좋고 교수님도 진~~짜 좋습니당. 과제 기한도 넉넉하고 쉬운 과제밖에 없어요😊
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님이 정말 좋으세요 !!!!!!!!!!!
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,ㄹㅇ꿀강의 교수님 너무 친절하시고 학생 배려 많이 해주신다
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,이 교양은 최고입니다... 교수님 너무 친절하시고 좋으세요ㅠㅠ 저 클래식 1도 모르는 상태였지만 완전 만족합니다!!
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,과제도 진짜 출석확인만 하는 수준이고 시험도 별로 어렵지 않아서 개꿀이였음 ㄹㅇ
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님이랑 수업은 좋음 단점은 내가 음악에 생각했던 것만큼의 관심이 없다는 걸 알았음 좋아하는 사람은 많이 배워갈 수 있을 듯
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,4,팍팍했던 1학기 빛이었던 존재였습니다... 출석은 화요일수업이면 수요일자정까지 수업듣고 리뷰완료하고 금요일까지 발표 게시물에 댓글 하나 이상 달기였고 과제는 대부분 수업에 나온 곡 감상평 쓰기였습니다. 음악에 대한 기초적인 지식만 있으면 딱히 공부안해도 시험 전날에 후루룩 훑으면 꽤 맞을정도의 난이도였어요. 발표도 그냥 자신이 원하는 주제로 피피티나 아니면 악기연주 영상 제출하면 됐어요. 진짜 수업 부담 전혀없고 완전 좋았습니당
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님께서 너무 친절하셔서 좋았어요.! 수업내용도 재미있고 좋은 음악을 많이 들을 수 있어서 좋았습니다.
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,"수업 진짜 재밌었고, 부담도 적었어요. 교수님께서 학생들 배려 진짜 많이해주시고, 비대면 수업이었는데도 대면 수업 이상의 질을 가진 강의 준비해주셨어요 (영상 진짜 깔끔하게 올려주심). 한학기 너무 즐거웠습니다 ㅠㅠ 꼭 들으세요"
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,진짜 꿀 :) 이 수업이 젤 행복했습니닷 ... 부담되는 것도 없었고 편하게 한학기 잘들었어요! 그리고 진짜 수업아니고 음악회듣는 느낌 ..! 음악 좋아해서 이수업 진짜 만족해요! 교수님도 나긋나긋 ..👍🏻
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님 너무 친절하시고 학생들 배려를 잘해주셔요
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,대면 강의는 못해봤지만 교수님 착하시고 사소한 과제도 친절하심 모르는 거 여쭤봤을 때도 귀찮아하시는 거 없이 자세하기 잘 가르쳐주시고 수업도 괜찮음
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,시험은 다 찝어주셔서 공부 좀만 해도 성적 잘 나와요. 과제도 음악회 보고 두세쪽 작성하면 돼요. 발표 필순데 악기연주해도 되고 그냥 주제 정해서 조사하고 발표해도 됩니다. 다른 사람 발표보는게 너무 재밌었어요ㅋㅋㅋㅋㅋ
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님이 하루 전에 찝어주시는 걸 계속 생각하면 뭐가 나올지 보임. 그것만 외워도 시험 다 맞음. 개꿀
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,음악회 다녀와서 감상문써야하고 발표도 있지만 이건 딱히 점수에 타격안주는거같음. 그냥 머라도 하면됨. 시험문제 책 공부하거나 시험전날에 교수님이 찍어주신거 위주로 공부하면 됨.
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교양인데 개인발표에 개인 레포트까지 제출이어서 부담스럽다고 생각했는데 개인 발표는 음악관련 자유주제로 간단하게 해도 되는 거라서 괜찮은데 레포트 분량이 개인적으로는 채우기 어려웠어요. 시험은 범위가 많다고 생각할 수 있는데 시험 전에 찝어주시는거 위주로 중요한 것만 공부하면 되고 객관식이라 부담 없습니다. 다만 종강 전에 보충하는게 좀... 수업은 30분정도 항상 일찍 끝내주시고 중간에 쉬는 시간도 한번 있어요! 교수님도 착하긴 정말 착해요!
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님이 매우 친절하십니다 음악에 대해 1도 모르고 들었는데도 설명을 잘 해주셔서 A플 받았습니다 발표있는데 진짜 대충해도 되고 과제는 클래식공연 감상하고 감상문쓰기인데 언제 이런경험을 해보겠습니까 좋았어요
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님이 착하시나 약간 융통성 없게 느껴짐. 과제는 감상문인데 할 말 없어서 매우 힘들었음. 시험문제는 중요한 것만 나와서 공부를 지엽적으로 할 필요 없다. 하지만 음악에 관심이 없으면 매우 지루한 강의임
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님 진짜 이렇게 착하신분없으시고!!! 학생들칭찬 진짜많이해주세요.배우는 내용은 음악을 좀 안다고생각한본인도 어려운 내용(음악사내용이 좀 많음)이었고 양도 많다고생각될수있지만 시험문제는 꼬는것하나없이 핵심내용에서 진짜진짜 쉽게 나옵니다 !! 그리고 추가발표하시면 0.5점씩 추가점수주시니까 꼭하시는거 추천드립니다!!! 그리고 발표는 음악관련된것이면 아무내용이나 해도되니까 진짜 부담안가지셔도됩니다! 소개해주고싶은 노래 설명잠깐하고 틀기만해도되요 발표는 하기만하면되지 발표내용으로 점수매기시지않습니다!
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,음악에 관심 없는 사람들은 절대 듣지마세요.... 후회합니다... 교수님은 정말 착하세요.
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님이 정말친절하십니다 지정좌석으로 진행되고 과제도 조금 있는편이긴 한데 그렇게 오래 걸리는건 아니에요 음악회 감상후 소감문쓰기 있습니다 자유주제로 음악에 관해 개인발표 혹은 악기연주 둘중에 하나 해야하는데 아무리 못해도 칭찬해 주시고 발표시간도 짧아서 부담 없어요
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,교수님은 진짜 좋으신분인데......시험도 어렵진않음 다만 진도를 다 채우기 위해 보충까지 ...
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,성적도 잘 주시고 교수님도 착하시고 학생 배려도 잘 해주시고... 이번학기 최대 행복인 교양이었습니다 ㅠㅠ
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,"일단 교수님이 정말 칭찬도 많이해주시고 너무 착하셔요ㅠ지정석이긴 한데 그냥 출석 확인하려고?하셔서 별로 의미 없는것같고요! 저는 평소에 전공에 치여서 제대로 못들었는데ㅠㅠ, 시험 전날 교수님이 찍어주시는것만 공부해서 A+받았어요 ! 그리고 개인당 한번 5분정도 음악 자유주제로 발표하는 시간있는데 준비하는것도 주제가 다양해서 전혀 부담되지않고 좋았어요!!시험은 객관식이 대부분이고 주관식 조금 이었고, 처음에 조별과제 없는 강의 찾고찾다가 발견한게 이 수업이었는데, 진짜 강의 위주여서 어려움없었고 좋았습니다.다들 조별과제없고 과제 거의 없고 중간기말로 깔끔하게 끝내는 강의찾으시면 이 강의 꼭 들으시면 좋겠네요!!"
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,엥 밑에 분 진도 느린 건 우리 몇번 빠져서 인데 왜그러는 지 모르겠네요.. 교수님께서 열심히 수업하시려고 하시고 발표는 완전 간단하게 준비하시면 무조건 10점 주신다고 했고 음악회 다녀와서 레포트 쓰면 됩니다. 다만 좀 몰아서 하시려고 쉬는 시간을 1번 정도 주시는데 좀 힘듭니다
10126,음악의이론과감상,황순도,Grade,4.52,보통,없음,학점느님,직접호명,두 번,0,진도 개 느려서 보충 많이해여^^ 참고하세여^^
10127,음악의이론과감상,한수정,Grade,4.67,보통,없음,학점느님,전자출결,두 번,0,"대면이면 모르겠지만, 1학기 비대면때는 강의 거의 안 듣고 출석만 했는데도 에이쁠 받았어요. 그만큼 학점 잘 채워주십니다. 과제 중간 기말 리포트 대체로 했습니다."
10127,음악의이론과감상,한수정,Grade,4.67,보통,없음,학점느님,전자출결,두 번,0,과제는 총 세개있었고요. 학점 정말 잘 주십니다.
10127,음악의이론과감상,한수정,Grade,4.67,보통,없음,학점느님,전자출결,두 번,0,정말 친절하셔요. 수업이 부담되지도 않고 과제도 간단하고 시험은 레포트 대체. 학점 필요하시면 듣는거 추천드려요.
10127,음악의이론과감상,한수정,Grade,4.67,보통,없음,학점느님,전자출결,두 번,0,수업 처음부터 끝까지 한번도 안들었는데 A플 주심 ㅋㅋㅋㅋ 중간기말 아닌 과제는 3번정도 있는데 노래듣고 감상 100자 이내로 쓰는거였음 시험은 과제물 대체
10127,음악의이론과감상,한수정,Grade,4.67,보통,없음,학점느님,전자출결,두 번,0,"시험은 모두 레포트로 대체됨. 원래 클래식에 관심이 많아서 대체로 즐겁긴 했음 근데 교수님이 책을 그대로 읽어주시고 말이 되게.. 엄청.. 느리신 게 사실임. 뭐 솔직히 그냥 영상만 보다가 중간중간에 한 번씩 간단하게 소감문만 쓰고.. 레포트 쓰고 A+ 받아가가 꿀강이라고 생각 덧붙여... 말은 진짜 느리심 기본 1.25배속이고, 1.5, 너무 아니다 싶을 때는 1.75배속 까지도 들었음 대면이면..... 참 곤란함"
10127,음악의이론과감상,한수정,Grade,4.67,보통,없음,학점느님,전자출결,두 번,0,교수님이 정말 착하시고 친절하십니다. 강의 내용도 유익했지만 비대면강의라서 한계는 어쩔 수 없었던 것 같아요. 음악교양 쌓으시려는분들한테 추천합니다
10127,음악의이론과감상,한수정,Grade,4.67,보통,없음,학점느님,전자출결,두 번,0,"수업 들을 때는 전혀 꿀강 아니고 걍 도망치고 싶었음.. 드랍각 재다가 걍 들었.. 교수님 말씀이 너무 느려요ㅠㅠ 거북이 보다 느려 이건,, 거의 체감상 0.75배속과 맞먹는달까?? 비대면이라 다행인게 너무 느리게 말씀하시지만 내가 배속 1.75배로 하면 되니까 좋았음.(1.75배속 하면 듣기 딱 좋음) 대면이었으면 자고 있을 내가 보여,, ㅋㅋㅋㅋ 과제도 너무 하기 괜찮았고 시험도 중간기말 다 보고서 형식으로 배운거에 대해서 쓰는 거였는데 할만 했음!! 수업 내용은 비록 기억나는게 없지만 교수님 말씀 속도만 빼면 꿀강?이라고 볼 수 있을 듯??🤔 교수님 친절하시고 착하셔요. 근데 수업이 너무 교재를 고대~로 읽기만 하다 마셔서 집중이 안됐음.. 더 부가 설명이나 용어 설명도 해주셨으면 이해가 됐을텐데 그런게 없고 교재 읽기만 하셔서 집중하기 힘들었음. 재미가 없다는 의미. (핵)노잼🤦🏻‍♀️"
10127,음악의이론과감상,한수정,Grade,4.67,보통,없음,학점느님,전자출결,두 번,0,"교수님도 너무 친절하시고, 강의도 기본에 충실해서 듣기 괜찮았어요. 중간중간 감상문 과제가 있지만 전체적으로 너무 좋았습니다."
10127,음악의이론과감상,한수정,Grade,4.67,보통,없음,학점느님,전자출결,두 번,0,비대면이라그런지 모르겠는데 꿀강이었슴니다 그리고 중간중간 감상문 쓰는 과제 있습니다 교수님도 착하셔서 전 만족합니다
10128,인간과 기계문명,김연순,Grade,3.33,보통,보통,매우 깐깐함,직접호명,두 번,0,일단 수업 내용은 유익하고 교수님도 친절하십니다. 저는 비대면 강의였는데 논술 과제가 많았고 시험도 보고서와 레포트로 대체되었습니다. 학점 생각보다 많이 짭니다. 주의하세요.
